"","1.05","2.05","4.05","5.05","6.05","7.05","9.05","10.05","11.05","16.05","17.05","18.05","21.05","22.05","23.05","1.01","2.01","3.01","4.01","5.01","6.01","9.01","12.01","sum","group"
"LC10",19.0658174097665,0.0636942675159236,0.106157112526539,0.0212314225053079,0.0636942675159236,0.0636942675159236,0.0212314225053079,0.0212314225053079,0.0212314225053079,0,0,0,0,0,0,0.0424628450106157,0.382165605095541,0.445859872611465,0.0636942675159236,0.0212314225053079,0.0212314225053079,0,0,20.4246284501062,1
"LC11",5.43524416135881,0.488322717622081,0.0636942675159236,0.106157112526539,0.169851380042463,0.0636942675159236,0.0849256900212314,0.0636942675159236,0.743099787685775,0,0,0,0,0,0,0,0.29723991507431,0.403397027600849,0,0,0,0,0,7.91932059447983,1
"LC12",23.0785562632696,0,0,0,0,0,0,0,0.0212314225053079,0,0,0,0,0,0,0.59447983014862,0.0212314225053079,0.169851380042463,0,0.169851380042463,1.12526539278132,0.106157112526539,0,25.2866242038217,1
"W12",0.849256900212314,0,0.0424628450106157,0,0.0424628450106157,0.0212314225053079,0.0212314225053079,0.0212314225053079,0.0212314225053079,0.0212314225053079,0,0,0,0,0,0,0,0.191082802547771,0,0,0,0,0,1.23142250530786,0
"W4",2.01698513800425,0.339702760084926,0.0424628450106157,1.46496815286624,0,0.0636942675159236,0.0424628450106157,0,0.403397027600849,0,0.212314225053079,0.0212314225053079,0,0,0,0.0212314225053079,0.127388535031847,0.764331210191083,0.0212314225053079,0,0,0,0.0636942675159236,5.60509554140127,1
"W5",0.106157112526539,0,0.0636942675159236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0636942675159236,0,0,0,0,0,0.233545647558386,0
"LC18",1.99575371549894,0,0,0,0,0,0,0.552016985138004,0.0636942675159236,0,0,0,0,0,0,0.0636942675159236,0,0.488322717622081,0,0,0,0,0,3.16348195329087,0
"LC21",1.01910828025478,0.0212314225053079,0.0212314225053079,0,0,0,0,0,0.212314225053079,0,0,0,0,0,0,0.0424628450106157,0,0.276008492569002,0,0,0,0,0,1.59235668789809,0
"LC27",0.0849256900212314,0,0,0,0,0,0,0.0424628450106157,0.0212314225053079,0,0,0,0,0,0,0,0,0.127388535031847,0,0,0,0,0,0.276008492569002,0
"RT07",31.2526539278132,0,0,0,0,0.0212314225053079,0,0,0,0,0,0,0,0,0,0.276008492569002,0.106157112526539,0.169851380042463,0.0212314225053079,0,0.106157112526539,0.0212314225053079,0,31.9745222929936,1
"RT14",1.23142250530786,0,0,0,0,0.0212314225053079,0,0,0.0212314225053079,0,0,0,0,0,0,0.0424628450106157,0.0212314225053079,0.191082802547771,0,0,0,0,0,1.52866242038217,0
"K01",0.0212314225053079,0,0.0212314225053079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424628450106157,0
"LC25",0.658174097664543,0.0636942675159236,0.0849256900212314,0.0212314225053079,0,0,0.0212314225053079,0.0424628450106157,0,0,0,0,0,0,0,0.0212314225053079,0.0212314225053079,0.276008492569002,0,0,0,0,0,1.21019108280255,0
"LC26",0.276008492569002,0,0,0.0212314225053079,0,0,0,0.0212314225053079,0.0212314225053079,0,0,0,0,0,0,0,0,0.106157112526539,0,0,0,0,0,0.445859872611465,0
"RT15",0.89171974522293,0.127388535031847,0,0,0,0,0,0,0.0636942675159236,0,0,0,0,0,0,0,0.0212314225053079,0.0636942675159236,0,0,0,0,0,1.16772823779193,0
"W11",0.0849256900212314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212314225053079,0,0.0212314225053079,0,0,0,0,0,0.127388535031847,0
"W14",0.0424628450106157,0,0.0424628450106157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212314225053079,0,0,0,0,0,0.106157112526539,0
"W15",0.700636942675159,0,0.0212314225053079,0,0,0,0,0.0212314225053079,0.0424628450106157,0,0,0,0,0,0,0,0,0.0849256900212314,0,0,0,0,0,0.870488322717622,0
"LC02",20.4246284501062,0,0.0849256900212314,0.106157112526539,0,0,0.0212314225053079,0,0.0424628450106157,0,0.0849256900212314,0.0636942675159236,0,0,0,2.39915074309979,0.0636942675159236,1.18895966029724,0,0.360934182590234,0.148619957537155,0,0.0212314225053079,25.0106157112527,1
"LC03",2.67515923566879,0,0,0.0636942675159236,0,0,0,0.0212314225053079,0.0424628450106157,0,0,0,0.0424628450106157,0,0,0.127388535031847,0,0.403397027600849,0,0,0,0,0,3.37579617834395,0
"LC04",0.0636942675159236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212314225053079,0,0,0,0,0,0,0.0849256900212314,0
"LC06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LC08",1.6135881104034,0,0.0636942675159236,0.0636942675159236,0,0.0212314225053079,0.0212314225053079,4.92569002123142,0.106157112526539,0.0636942675159236,0,0.0212314225053079,0.0424628450106157,0,0,0,0.148619957537155,0.0636942675159236,0.0212314225053079,0,0,0,0,7.17622080679406,1
"LC09",3.94904458598726,0.148619957537155,1.04033970276008,2.03821656050955,0,0.0212314225053079,0.148619957537155,0,0.169851380042463,0,0.106157112526539,0,0,0,0,0.0849256900212314,0.148619957537155,1.71974522292994,0,0.0424628450106157,0,0,0.0636942675159236,9.68152866242038,1
"LC22",0.318471337579618,0,0.127388535031847,0,0,0,0.0212314225053079,0.127388535031847,0,0,0,0,0.0636942675159236,0,0,0.0212314225053079,0.0212314225053079,0.0212314225053079,0,0,0,0,0,0.721868365180467,0
"RT01",0.318471337579618,0,0,0,0,0,0,0.0424628450106157,0,0,0,0,2.03821656050955,0.148619957537155,0.106157112526539,0,0,0,0,0,0,0,0,2.65392781316348,0
"RT10",1.46496815286624,0,0,0.0212314225053079,0,0,0,0.148619957537155,0.127388535031847,0.0212314225053079,0,0,0,0,0,0.0212314225053079,0.0212314225053079,0,0,0,0,0,0,1.82590233545648,0
"W2",0.488322717622081,0,0,0,0,0,0,0,0,0,0,0,0.0212314225053079,0,0,0.0212314225053079,0,0.106157112526539,0,0,0,0,0,0.636942675159236,0
